bonus_type,trips_min,bonus_pct,bonus_amount,is_active,effective_from,effective_to,updated_at
premier,6,29.0000,131.00,False,2026-05-30,2026-05-30,2026-05-30 22:36:08.107297-05:00
premier,6,29.0000,131.00,False,2026-05-30,2026-05-30,2026-05-30 22:36:02.565169-05:00
premier,6,29.0000,131.00,False,2026-05-30,2026-05-30,2026-05-30 22:34:42.949502-05:00
premier,6,29.0000,131.00,False,2026-05-30,2026-05-30,2026-05-30 22:30:52.484120-05:00
premier,6,29.0000,130.00,False,2026-05-30,2026-05-30,2026-05-30 22:36:22.695831-05:00
premier,6,29.0000,130.00,False,2026-05-30,2026-05-30,2026-05-30 22:30:44.197997-05:00
premier,6,29.0000,130.00,False,2026-05-30,2026-05-30,2026-05-30 22:32:15.691335-05:00
premier,4,27.0000,85.00,False,2026-05-30,2026-05-30,2026-05-30 22:30:44.197997-05:00
premier,4,27.0000,85.00,False,2026-05-30,2026-05-30,2026-05-30 22:36:22.695831-05:00
premier,4,27.0000,85.00,False,2026-05-30,2026-05-30,2026-05-30 22:30:52.484120-05:00
premier,4,27.0000,85.00,False,2026-05-30,2026-05-30,2026-05-30 22:34:42.949502-05:00
premier,4,27.0000,85.00,False,2026-05-30,2026-05-30,2026-05-30 22:32:15.691335-05:00
premier,4,27.0000,85.00,False,2026-05-30,2026-05-30,2026-05-30 22:36:02.565169-05:00
premier,4,27.0000,85.00,False,2026-05-30,2026-05-30,2026-05-30 22:36:08.107297-05:00
premier,2,25.0000,40.00,False,2026-05-30,2026-05-30,2026-05-30 22:36:02.565169-05:00
premier,2,25.0000,40.00,False,2026-05-30,2026-05-30,2026-05-30 22:36:22.695831-05:00
premier,2,25.0000,40.00,False,2026-05-30,2026-05-30,2026-05-30 22:30:44.197997-05:00
premier,2,25.0000,40.00,False,2026-05-30,2026-05-30,2026-05-30 22:34:42.949502-05:00
premier,2,25.0000,40.00,False,2026-05-30,2026-05-30,2026-05-30 22:30:52.484120-05:00
premier,2,25.0000,40.00,False,2026-05-30,2026-05-30,2026-05-30 22:36:08.107297-05:00
premier,2,25.0000,40.00,False,2026-05-30,2026-05-30,2026-05-30 22:32:15.691335-05:00
